period,mktsize,entries,exits,surviv,entryrate,exitrate,survivrate,firms,totresinv,totinninv,totimiinv,costshareinn,firmsres,firmsinn,firmsimi,hindex,div,gini,pcm,cs,totprofits,ts,maxage,minage,avgage,actfirms,inactfirms,profitablefirms,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,4,1,0,1,1.0,0.0,1.0,1,0,0,0,0,0,0,0,10000.0,0,0.0,0.7401812688821753,32565.64670138889,64931.293402777796,97496.94010416669,0,0,0.0,1,0,1,44.791666666666664,0.5520833333333333,172.39583333333334,510.41666666666674,510.41666666666674,0
2,4,1,0,2,0.5,0.0,1.0,2,0,0,0,0,0,0,0,5006.915511235571,0.4791666666666667,-0.018595041322313932,0.6377229230100043,56485.33950617284,56163.46450617283,112648.80401234567,1,0,0.5,2,0,2,47.8004476584022,0.5208333333333333,131.94444444444443,672.2222222222222,336.1111111111111,0
3,4,1,0,3,0.3333333333333333,0.0,1.0,3,150,100,50,0.6666666666666666,2,1,1,3344.77392598614,0.5208333333333334,0.02560585276634675,0.576439761712505,72081.298828125,47619.12977430556,119700.42860243056,2,0,1.0,3,0,3,46.65780749885688,0.53125,110.15625,759.375,253.125,8
4,4,1,0,4,0.25,0.0,1.0,4,100,0,100,0.0,2,0,2,2509.6646942800785,0.501736111111111,0.021794871794871717,0.5262200165425971,82519.53125000001,40619.270833333336,123138.80208333334,3,0,1.5,4,0,4,45.89743589743589,0.5390625,96.875,812.5000000000001,203.12500000000003,0
5,4,1,0,5,0.2,0.0,1.0,5,100,100,0,1.0,1,1,0,2024.0967147052797,0.4895833333333333,-0.017851239669421703,0.4728102364466,88258.34297839504,34728.68441358023,122987.02739197528,4,0,2.0,5,0,5,47.41046831955922,0.5208333333333333,89.93055555555554,840.2777777777776,168.05555555555551,0
6,4,1,0,6,0.16666666666666666,0.0,1.0,6,300,200,100,0.6666666666666666,4,2,2,1688.7707986443245,0.48680555555555555,-0.01683848797250853,0.4379967044612284,93759.96492346936,30467.818168934224,124227.78309240358,5,0,2.5,6,0,6,46.91723940435281,0.5260416666666667,83.48214285714285,866.0714285714282,144.34523809523805,0
7,4,1,0,7,0.14285714285714285,0.0,1.0,7,200,200,0,1.0,2,2,0,1455.0482505373257,0.4920634920634921,-0.029667088074167625,0.4049764835239355,97419.73876953125,26950.084092881945,124369.82286241319,6,0,3.0,7,0,7,47.18350540806293,0.5223214285714286,79.296875,882.8125,126.11607142857143,0
8,4,1,0,8,0.125,0.0,1.0,8,400,400,0,1.0,4,4,0,1281.3412655489453,0.4921875,-0.04127906976744189,0.37738133163427834,100314.67013888886,24107.46527777776,124422.13541666663,7,0,3.5,8,0,8,47.34496124031008,0.51953125,76.04166666666666,895.833333333333,111.97916666666663,0
9,4,1,0,9,0.1111111111111111,0.0,1.0,9,300,300,0,1.0,3,3,0,1138.0201780160912,0.4890046296296296,-0.024453614549900582,0.35508183236811086,103228.3203125,21695.182291666664,124923.50260416666,8,0,4.0,9,0,9,46.958104080696934,0.5243055555555556,72.8125,908.75,100.97222222222223,0
10,4,1,0,10,0.1,0.0,1.0,10,100,0,100,0.0,2,0,2,1045.7638368835756,0.4935185185185185,-0.06197183098591541,0.3348108623656434,104514.53455004592,19859.504132231414,124374.03868227734,9,0,4.5,10,0,10,47.49551228942283,0.5145833333333334,71.40151515151516,914.3939393939395,91.43939393939395,0
11,4,1,0,11,0.09090909090909091,0.0,1.0,11,550,300,250,0.5454545454545454,8,3,5,956.786583164092,0.48674242424242425,-0.053335156757496005,0.3192089742325371,106552.0260657793,18189.509789737644,124741.53585551694,10,0,5.0,11,0,11,47.09986523755798,0.5179924242424243,69.18402777777777,923.2638888888887,83.93308080808079,0
12,4,1,0,12,0.08333333333333333,0.0,1.0,12,500,400,100,0.8,6,4,2,893.113667928329,0.4895833333333333,-0.07780847145488035,0.3050067431981654,107695.59500328735,16836.881574621973,124532.47657790933,11,0,5.5,12,0,12,47.22390078268876,0.5138888888888888,67.94871794871796,928.2051282051286,77.35042735042738,0
13,4,1,0,13,0.07692307692307693,0.0,1.0,13,300,200,100,0.6666666666666666,4,2,2,829.7390521470269,0.49091880341880345,-0.06306615090828993,0.2929258541399952,109305.9541524943,15539.083758503388,124845.0379109977,12,0,6.0,13,0,13,46.822618289836626,0.5176282051282051,66.22023809523809,935.1190476190473,71.93223443223441,0
