period,mktsize,entries,exits,surviv,entryrate,exitrate,survivrate,firms,totresinv,totinninv,totimiinv,costshareinn,firmsres,firmsinn,firmsimi,hindex,div,gini,pcm,cs,totprofits,ts,maxage,minage,avgage,actfirms,inactfirms,profitablefirms,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,4,40,27,13,1.0,0.675,0.32499999999999996,40,0,0,0,0,0,0,0,403.5721819628435,1.0044189852700491,-0.026251117068811558,0.1801242678811936,120135.87267250492,3096.699253290609,123232.57192579554,0,0,0.0,33,7,13,45.021336353833064,0.5251450676982594,54.91239048811012,980.3504380475571,29.707589031744153,0
2,4,37,35,15,0.74,0.7,0.30000000000000004,50,450.0,300.0,150.0,0.6666666666666666,6,3,3,341.7304765965903,1.000451584889275,-0.23740574591963426,0.16178536842758556,122693.95011429087,-414.3475903850409,122279.60252390584,1,0,0.26,44,6,15,43.85269455484046,0.5331237911025146,52.316784869976345,990.7328605200923,22.51665592091119,0
3,4,33,30,18,0.6875,0.625,0.375,48,500.0,300.0,200.0,0.6,7,3,4,328.41223574968745,0.9907952316281877,-0.19654028074458385,0.16038850917313313,124014.10971812865,-54.44979259249078,123959.65992553615,2,0,0.5416666666666666,41,7,14,42.80997798972854,0.5508562532433836,50.987841945288736,996.048632218842,24.293869078508344,0
4,4,20,16,22,0.5263157894736842,0.42105263157894735,0.5789473684210527,38,550.0,300.0,250.0,0.5454545454545454,8,3,5,360.28709737657385,0.9786023425441118,-0.17292410457215301,0.17723487997964904,124318.98791894587,1358.1054612220546,125677.09338016793,3,0,1.131578947368421,38,0,16,41.6993342334373,0.5587905935050392,50.68194217130386,997.2722313147824,26.244006087231117,0
5,4,13,13,22,0.37142857142857144,0.37142857142857144,0.6285714285714286,35,800.0,600.0,200.0,0.75,10,6,4,334.61511069586004,0.971285535490792,-0.0191148301240045,0.17241804067492125,126244.21558271714,1448.644434384581,127692.86001710172,4,0,1.7714285714285714,35,0,18,40.35195723659514,0.5841945288753799,48.75886524822695,1004.964539007092,28.71327254305977,0
6,4,13,14,21,0.37142857142857144,0.4,0.6,35,850.0,500.0,350.0,0.5882352941176471,12,5,7,337.87328989767644,0.9729304487752547,-0.12132116004296445,0.17536447826884283,126541.36556958353,1550.9894986279535,128092.35506821149,5,0,2.0,35,0,18,39.96460566309391,0.5872340425531914,48.463356973995275,1006.1465721040195,28.7470449172577,0
7,4,7,5,23,0.25,0.17857142857142858,0.8214285714285714,28,750.0,500.0,250.0,0.6666666666666666,10,5,5,393.50475132201984,0.9600923111561409,-0.1013445746881465,0.20062580050623788,125808.34592460096,4301.236375458949,130109.5823000599,6,0,2.9285714285714284,28,0,22,39.32358039329182,0.597644376899696,49.192956713132794,1003.2281731474687,35.8295776124096,0
8,4,10,9,24,0.30303030303030304,0.2727272727272727,0.7272727272727273,33,950.0,700.0,250.0,0.7368421052631579,12,7,5,333.61618510181154,0.959461637653127,-0.08863645754683325,0.17694160192086214,127420.87065966381,1901.9329543656775,129322.80361402949,7,0,3.1818181818181817,33,0,24,39.169956929861335,0.6005802707930368,47.59073842302879,1009.6370463078853,30.595062009329858,0
9,4,5,4,25,0.1724137931034483,0.13793103448275862,0.8620689655172413,29,800.0,400.0,400.0,0.5,12,4,8,364.0704510320655,0.9558746462634944,-0.06863590976510636,0.19242178221709616,127279.80483879076,3467.763190986361,130747.56802977712,8,0,4.068965517241379,29,0,25,38.546109260134365,0.6096845194424065,47.730496453900706,1009.0780141843968,34.79579359256541,0
10,4,6,7,24,0.1935483870967742,0.22580645161290322,0.7741935483870968,31,850.0,400.0,450.0,0.47058823529411764,13,4,9,339.8564768972614,0.953008464882178,-0.0637615048393455,0.18275391750609632,127976.28531363171,2498.713890617927,130474.99920424965,9,0,4.612903225806452,31,0,21,38.444255542848204,0.6111873713109128,47.04122340425532,1011.8351063829787,32.63984214138641,0
11,4,3,2,25,0.1111111111111111,0.07407407407407407,0.9259259259259259,27,800.0,600.0,200.0,0.75,10,6,4,386.40179929206874,0.9484148633084803,-0.040625226703274286,0.20369727894372192,127175.03360556522,4428.132362043932,131603.16596760915,10,0,6.037037037037037,27,0,25,38.090620281529404,0.6150512214342003,47.83434650455926,1008.6626139817616,37.357874591917096,0
