period,entries,exits,firms,maxage,minage,avgage,actfirms,inactfirms,surviv,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,40,23,40,0,0,0.0,36,4,17,47.406024468372486,0.4991319444444444,56.84121621621622,972.6351351351356,27.017642642642656,0
2,33,31,50,1,0,0.34,46,4,19,44.885669141102476,0.5319293478260867,52.19414893617023,991.2234042553218,21.548334875115692,0
3,23,18,42,2,0,0.6904761904761905,42,0,24,43.968838388764254,0.542906746031746,51.62306201550387,993.5077519379837,23.6549464747139,0
4,19,21,43,3,0,1.2325581395348837,43,0,22,43.16660750907082,0.5593507751937986,49.881628787878775,1000.4734848484829,23.266825229034488,0
5,20,18,42,4,0,1.5,42,0,24,42.50270013218557,0.5642361111111113,49.53972868217053,1001.8410852713155,23.85335917312656,0
6,12,14,36,5,0,2.2777777777777777,36,0,22,41.8119773502831,0.5720486111111109,49.746621621621635,1001.0135135135159,27.805930930930998,0
7,7,5,29,6,0,3.1724137931034484,29,0,24,41.49939596691757,0.5768678160919541,50.902777777777764,996.3888888888875,34.35823754789267,0
8,9,10,33,7,0,3.515151515151515,33,0,23,41.55234362240732,0.5770202020202021,49.877450980392155,1000.4901960784309,30.31788472964942,0
9,12,12,35,8,0,3.1714285714285713,35,0,23,40.915105667627294,0.5818452380952381,48.98726851851851,1004.0509259259247,28.687169312169278,0
10,9,6,32,9,0,4.09375,32,0,26,40.01496316758748,0.5924479166666666,48.611111111111114,1005.5555555555561,31.42361111111113,0
11,4,2,30,10,0,5.133333333333334,30,0,28,39.76051974681289,0.5965277777777777,48.7231182795699,1005.1075268817217,33.503584229390725,0
12,1,4,29,11,0,6.275862068965517,29,0,25,39.72164591977869,0.5969827586206896,48.95833333333334,1004.1666666666678,34.626436781609236,0
13,3,2,28,12,0,6.428571428571429,28,0,26,39.62121754486443,0.5982142857142857,49.137931034482754,1003.4482758620691,35.837438423645324,0
14,2,1,28,13,0,7.357142857142857,28,0,27,39.490018603319974,0.5997023809523809,48.99425287356321,1004.0229885057465,35.857963875205236,0
15,4,2,31,14,0,7.516129032258065,31,0,29,39.42933143792539,0.6001344086021505,48.11197916666667,1007.5520833333339,32.5016801075269,0
16,0,0,29,15,1,9.03448275862069,29,0,29,39.303791643659125,0.6020114942528736,48.472222222222214,1006.1111111111102,34.69348659003828,0
17,1,2,30,16,0,9.7,30,0,28,39.35308773803169,0.601388888888889,48.25268817204301,1006.9892473118279,33.5663082437276,0
18,2,1,30,17,0,10.366666666666667,30,0,29,39.32920726010942,0.601736111111111,48.219086021505376,1007.1236559139786,33.570788530465954,0
19,3,3,32,18,0,10.625,32,0,29,39.43389041896178,0.6002604166666665,47.853535353535364,1008.58585858586,31.518308080808126,0
20,4,3,33,19,0,11.181818181818182,33,0,30,39.374595420156155,0.6006944444444444,47.57965686274511,1009.6813725490215,30.596405228758226,0
21,1,1,31,20,0,12.870967741935484,31,0,30,39.282024793388416,0.6021505376344085,47.91666666666667,1008.3333333333339,32.526881720430126,0
22,0,3,30,21,2,14.3,30,0,27,39.23342449306296,0.6027777777777779,48.118279569892465,1007.5268817204292,33.584229390680974,0
23,4,2,31,22,0,12.870967741935484,31,0,29,39.17785234899325,0.603494623655914,47.786458333333336,1008.8541666666677,32.543682795698956,0
24,1,2,30,23,0,14.266666666666667,30,0,28,38.7792981755227,0.6072916666666668,47.68145161290322,1009.2741935483862,33.64247311827954,0
