period,mktsize,meanmktsize,entries,exits,surviv,entryrate,exitrate,survivrate,firms,totresinv,totinninv,totimiinv,costshareinn,firmsres,firmsinn,firmsimi,hindex,div,gini,pcm,cs,totprofits,ts,maxage,minage,avgage,actfirms,inactfirms,profitablefirms,wmc,avgproxopt,price,totoutput,avgoutput,avgmagtechshock
1.0,4.0,4.0,40.0,24.096,15.904,1.0,0.6024000000000002,0.39760000000000006,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.55245575469354,0.5000220085470086,0.41285678798375613,0.16942830555097527,119327.54640702174,1225.1323636716054,120552.67877069341,0.0,0.0,0.0,34.99,5.01,15.904,46.29768904201206,0.5005510416666669,55.73956502990125,977.0417398803943,28.003546521937867,0.594
2.0,4.0,4.0,27.888,25.828,17.964,0.6316513730724632,0.5852026176582517,0.41479738234174873,43.792,422.4,283.6,138.8,0.6327602483000331,5.612,2.836,2.776,319.93198632981677,0.4975326928151705,0.3451517992027617,0.15179055820967477,122783.77697109699,-1324.674726667704,121459.10224442925,1.0,0.0,0.3683486269275369,41.612,2.18,13.012,44.300175137802654,0.5343791170570201,52.22703970597121,991.091841176115,23.97555855069746,0.804
3.0,4.0,4.0,18.432,16.432,19.964,0.4960684561173052,0.4392638010067117,0.5607361989932884,36.396,488.6,320.4,168.2,0.6296565106891745,6.568,3.204,3.364,336.9043102308271,0.4937169645404375,0.25072727501593967,0.1630954151433091,123660.00405029654,562.7177577312482,124222.72180802772,2.0,0.0,0.815508056967802,36.152,0.244,14.89,42.96827220527103,0.5559026874972489,51.34467176443549,994.6213129422573,27.89630640757609,0.682
4.0,4.0,4.0,12.236,10.464,21.736,0.3706514576267303,0.3138722737251046,0.6861277262748955,32.2,575.1,393.2,181.9,0.6647657368789966,7.57,3.932,3.638,355.6356680353391,0.48995258241346257,0.19674179297550998,0.17401770058119823,124118.7260165613,1810.6759842973343,125929.40200085856,3.0,0.002,1.3759515397774431,32.182,0.018,16.606,42.025775777109374,0.5694851185729431,50.884006777549914,996.4639728898001,31.350766769818982,0.806
5.0,4.0,4.0,8.678,7.006,23.408,0.2771755915076065,0.22003827721566363,0.7799617227843368,30.414,640.3,434.2,206.1,0.6536008660963597,8.464,4.342,4.122,367.07934324834827,0.48721343576287585,0.17287686698325966,0.18135938147384695,124533.74211807546,2416.3512849951962,126950.09340307067,4.0,0.002,1.9837343183565623,30.39,0.024,17.71,41.309857982735736,0.5783032702838173,50.468007038632805,998.1279718454686,33.22109671468199,0.984
6.0,4.0,4.0,6.106,5.064,24.45,0.20266417092463063,0.16463226248021734,0.8353677375197823,29.514,697.2,471.4,225.8,0.6583608194276726,9.23,4.714,4.516,372.81181043014305,0.4850433949863886,0.1601946034992759,0.1858654310600656,124907.85602380392,2710.3284269233322,127618.18445072732,5.0,0.0,2.6347374562081782,29.482,0.032,18.054,40.778283732552524,0.5844967061198791,50.09354142453064,999.625834301878,34.206870971296794,0.884
7.0,4.0,4.0,4.916,3.998,25.368,0.1631304857236274,0.12964668805764876,0.870353311942351,29.366,730.6,487.2,243.4,0.6523342392893753,9.74,4.872,4.868,372.9288632653977,0.48322638834121545,0.15548620327184656,0.1877438312272897,125311.66340951041,2739.6919263058226,128051.35533581629,6.0,0.014,3.247995422980791,29.342,0.024,18.686,40.356626264782605,0.5891096640106676,49.68992535345674,1001.2402985861726,34.431519246220944,0.744
8.0,4.0,4.0,3.876,3.46,25.784,0.12925449655085128,0.11353155973848666,0.8864684402615132,29.244,746.6,495.0,251.6,0.6448351663699255,9.982,4.95,5.032,373.18861596293846,0.4817947853466296,0.15330839105857827,0.18941949612774436,125643.8144392315,2779.9417254857954,128423.75616471736,7.0,0.032,3.8623472205369067,29.214,0.03,18.91,40.00591596319582,0.5927412756085592,49.358365656365045,1002.5665373745396,34.56468804988825,0.766
9.0,4.0,4.0,3.248,2.714,26.318,0.10874996862927565,0.08940933720608736,0.9105906627939117,29.032,796.3,531.2,265.1,0.6491533341552345,10.614,5.312,5.302,375.58705696147837,0.48033472275749844,0.15227294047906856,0.19186509157971135,125912.72352002865,2852.6576278189273,128765.38114784777,8.0,0.064,4.48874415386936,28.982,0.05,19.07,39.668095178600595,0.596149006842146,49.09049531820098,1003.6380187271952,34.88095740078542,0.778
10.0,4.0,4.0,2.87,2.602,26.586,0.0954719031182431,0.08559477553501749,0.9144052244649822,29.188,830.7,563.4,267.3,0.6613361500081585,10.98,5.634,5.346,373.9183838395639,0.478942473364897,0.1541190279635749,0.19246368550653717,126220.34290467571,2768.2506159940954,128988.59352067008,9.0,0.09,5.094283322229433,29.144,0.044,18.85,39.39218493883252,0.5987870854171637,48.78427221830984,1004.8629111267603,34.70479484582764,0.766
11.0,4.0,4.0,2.466,2.314,26.738,0.08233211410837349,0.07623879388077001,0.9237612061192294,29.052,837.9,568.0,269.9,0.6639505857218858,11.078,5.68,5.398,375.1490884857007,0.47780263012531243,0.1528420262633399,0.19424252333280315,126458.8550788596,2837.597088984732,129296.4521678444,9.998,0.142,5.728578038564289,29.0,0.052,19.09,39.11479783246503,0.6016438765485517,48.546900045300674,1005.8123998187975,34.90880251063127,0.63
12.0,4.0,4.0,2.188,2.036,26.89,0.07336500627243663,0.0676510983514743,0.9323489016485249,28.926,848.3,565.2,283.1,0.651092737431314,11.314,5.652,5.662,376.3616212991227,0.4765027396905355,0.1524625257700777,0.19584228749940438,126661.06551812755,2898.3310760045356,129559.396594132,10.996,0.148,6.356167689081694,28.882,0.044,19.242,38.87580424973685,0.6040530059153115,48.3459816262197,1006.616073495122,35.05963469350401,0.646
13.0,4.0,4.0,1.956,1.848,26.998,0.06565264570989186,0.0615932523672147,0.938406747632785,28.846,843.3,567.8,275.5,0.6590655492057033,11.188,5.678,5.51,377.79991808675214,0.4753768573468121,0.1538139223278579,0.197235393318652,126793.26047895184,2965.7505165862817,129759.0109955384,11.994,0.228,6.999204790907756,28.81,0.036,19.4,38.70347404521229,0.6056437227890056,48.21479965659845,1007.1408013736062,35.16562264186892,0.824
14.0,4.0,4.0,1.88,1.742,27.136,0.06325924693145238,0.058267705351725096,0.941732294648274,28.878,844.9,556.8,288.1,0.642961213828324,11.33,5.568,5.762,377.9368209743022,0.4744148610890746,0.1555577828826272,0.1981180792516175,126959.0303148328,2973.7829190108273,129932.81323384364,12.99,0.206,7.59367574041257,28.838,0.04,19.32,38.52933814014949,0.6072454672544629,48.05034213566539,1007.7986314573385,35.14655456510375,0.822
15.0,4.0,4.0,1.76,1.68,27.216,0.058915752573292075,0.05591752210280114,0.9440824778971987,28.896,868.1,592.4,275.7,0.6671010518255652,11.438,5.924,5.514,378.91062371404803,0.4733663424129649,0.15819255757854758,0.19930254492128122,127096.41430659115,2981.977700303742,130078.39200689501,13.984,0.294,8.19936724082543,28.836,0.06,19.478,38.36366923940838,0.6086175490604844,47.914293641083276,1008.3428254356672,35.174430688067346,0.822
16.0,4.0,4.0,1.612,1.556,27.272,0.05386368117835755,0.05202865759322832,0.9479713424067715,28.828,879.1,599.2,279.9,0.6663785964544274,11.59,5.992,5.598,380.9406187341301,0.4723952716292862,0.16143230844660034,0.20090603733011514,127203.35024537983,3044.306018201032,130247.65626358101,14.978,0.33,8.829620706764565,28.764,0.064,19.5,38.20258519767341,0.6099201310277462,47.80840681152478,1008.7663727539007,35.275438151965005,0.94
17.0,4.0,4.0,1.676,1.438,27.51,0.0557652238312648,0.047465739317058164,0.9525342606829409,28.948,874.1,596.8,277.3,0.6670673661558102,11.514,5.968,5.546,380.0012957328917,0.4715701258962537,0.16293162192329455,0.201255021636734,127368.72796367986,3014.3700736049677,130383.09803728505,15.972,0.31,9.409708631091032,28.87,0.078,19.504,38.05595532134987,0.6112763417517559,47.64451213874915,1009.4219514450026,35.183026718089884,0.796
18.0,4.0,4.0,1.424,1.378,27.556,0.04756246963180187,0.0458175338830442,0.954182466116955,28.934,879.3,596.2,283.1,0.6662006873278808,11.624,5.962,5.662,381.24213259361426,0.47070654762956793,0.16591170832428384,0.20241577575722078,127467.92191606597,3051.1318440449963,130519.05376011091,16.97,0.37,10.066241189919058,28.836,0.098,19.266,37.922815550627526,0.6122977372017389,47.54642053704167,1009.8143178518321,35.223430999475795,0.916
19.0,4.0,4.0,1.35,1.332,27.574,0.04472502948863185,0.04416145032049527,0.9558385496795035,28.906,898.7,608.4,290.3,0.6650656188442633,11.89,6.084,5.806,382.07730484114404,0.4697699203264298,0.16687230578710815,0.20341424168586628,127578.05045378437,3067.02444111662,130645.07489490097,17.97,0.454,10.701443770152197,28.812,0.094,19.312,37.78856022188181,0.6135531723644571,47.437407636339444,1010.2503694546422,35.28784763971841,0.798
20.0,4.0,4.0,1.276,1.188,27.662,0.04256371226070282,0.03956576855135574,0.9604342314486439,28.85,893.1,609.4,283.7,0.6730999789982084,11.768,6.094,5.674,382.85004988613485,0.4689574771991024,0.16710704476469762,0.20438760318393853,127684.3573251724,3112.0166797020183,130796.37400487441,18.962,0.496,11.345452360468471,28.75,0.1,19.514,37.6596713978334,0.6148103660693914,47.332228827912296,1010.6710846883516,35.372166765038365,0.734
21.0,4.0,4.0,1.26,1.23,27.692,0.04196947442116179,0.04116707870552058,0.9588329212944794,28.922,897.5,613.6,283.9,0.6709312049791986,11.814,6.136,5.678,382.5285681808807,0.46820572879292127,0.1686591779211627,0.2049528866577824,127828.23655577315,3096.04902651164,130924.28558228494,19.96,0.542,11.923588199455855,28.818,0.104,19.238,37.520072830376094,0.6160573835962302,47.18996682716602,1011.2401326913356,35.30644771310546,0.726
22.0,4.0,4.0,1.032,1.088,27.636,0.03470624034737454,0.036622408573474756,0.9633775914265245,28.724,899.2,609.6,289.6,0.6682914319224114,11.888,6.096,5.792,385.8731811015973,0.46731619953895226,0.17042648379480954,0.2069098241303592,127860.76634714584,3221.655217243591,131082.42156438957,20.952,0.676,12.626179333971075,28.612,0.112,19.55,37.402617773344666,0.6169856058939714,47.15814085606698,1011.3674365757323,35.56114323290071,0.768
23.0,4.0,4.0,1.124,1.0,27.76,0.037351391342083554,0.03325845507675448,0.9667415449232444,28.76,902.4,616.2,286.2,0.6651416780623614,11.886,6.162,5.724,386.3816242395562,0.4665577065909355,0.17207097671544982,0.20777235935799626,127971.5908164444,3233.0263341105792,131204.6171505549,21.946,0.694,13.238320541935316,28.622,0.138,19.426,37.27593072415461,0.6180656176486706,47.04864153471831,1011.8054338611248,35.58458942580425,0.746
24.0,4.0,4.0,1.02,1.084,27.696,0.033990543011791725,0.03625367480322015,0.9637463251967799,28.78,918.8,625.8,293.0,0.6685720811825172,12.118,6.258,5.86,386.9074439803226,0.46583040326459946,0.17443751581520184,0.2082487714855454,128008.69520433791,3228.95801086179,131237.65321519994,22.946,0.776,13.885290073619942,28.646,0.134,19.324,37.22454310121705,0.6183773882292942,47.01197447151386,1011.9521021139448,35.559336200580624,0.906
25.0,4.0,4.0,1.026,0.984,27.738,0.03428921954633254,0.032802465098778835,0.9671975349012207,28.722,899.0,611.8,287.2,0.6710561114434762,11.862,6.118,5.744,387.64565290966317,0.4650079334777117,0.1741953238865377,0.20901485167980835,128079.597088405,3284.6086884844876,131364.20577688975,23.938,0.84,14.530994700675205,28.59,0.132,19.36,37.13333230893233,0.6192801272464011,46.94207643922364,1012.2316942431062,35.64293170552435,0.704
26.0,4.0,4.0,1.034,0.984,27.788,0.0344028578892076,0.032600088296031685,0.9673999117039672,28.772,890.8,594.0,296.8,0.6525584771365499,11.876,5.94,5.936,387.2777040551112,0.4643646422022078,0.1751979618619049,0.20944904451025526,128194.02794591847,3282.965448202899,131476.99339412135,24.938,0.88,15.166720018685567,28.638,0.134,19.468,37.02462737122603,0.6202827045888979,46.82880372519801,1012.6847850992085,35.594349540822144,0.67
27.0,4.0,4.0,1.098,0.948,27.938,0.03635780225052591,0.03143204393363181,0.9685679560663677,28.886,901.1,610.2,290.9,0.664459280752623,11.92,6.102,5.818,386.08119240806667,0.4637132319564365,0.1758614842761633,0.20947226979263314,128323.87571485627,3229.033041188303,131552.90875604458,25.934,0.848,15.736750896052918,28.732,0.154,19.352,36.921945154913125,0.621268111807695,46.700686773066266,1013.1972529077351,35.50331559336518,0.608
28.0,4.0,4.0,0.962,0.866,28.034,0.03193413627168046,0.028639052530504635,0.9713609474694946,28.9,895.8,610.4,285.4,0.6677747763899566,11.812,6.104,5.708,386.374181237367,0.4630149772063586,0.17726884960149475,0.21003216004234987,128397.11783372029,3244.7949517796924,131641.91278549994,26.932,0.876,16.358737902438776,28.726,0.174,19.42,36.83960991005145,0.6219683302607976,46.62859920012402,1013.4856031995042,35.51941231896653,0.728
29.0,4.0,4.0,0.82,0.816,28.038,0.027250827881036298,0.027045733517531274,0.9729542664824682,28.854,906.7,616.2,290.5,0.6696070822166579,11.972,6.162,5.81,388.3143396065788,0.4623888000935664,0.18050272924167052,0.21086857076523907,128359.86514749553,3289.25029382807,131649.1154413236,27.93,0.992,17.02988093034984,28.696,0.158,19.262,36.829611865582706,0.6216917379612603,46.66592544768899,1013.3362982092443,35.54398701582837,1.032
30.0,4.0,4.0,0.92,0.884,28.074,0.030359769196751162,0.02912699362890427,0.9708730063710949,28.958,919.0,634.0,285.0,0.6787278173544046,12.04,6.34,5.7,387.90058473851,0.46189525605762755,0.182887859045942,0.21106132194932414,128430.97602073706,3251.73959469395,131682.7156154311,28.926,1.014,17.625949720744504,28.77,0.188,19.302,36.76679204079184,0.6221059829341387,46.595694021428315,1013.6172239142868,35.464227845063924,0.838
