firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,attraction_res,attraction_no_res,attraction_inn,attraction_imi,wealth,previous_wealth,profits,previous_profits,output,previous_output,revenues,previous_revenues,technology,mag_tech_shock,deg_tech_div
1,500,499,2,15.673449612403102,0.47916666666666663,52.083333333333336,0.0,0,0,0,0,10,10,10,10,58.04988662131456,58.04988662131456,-0.0,-0.0,0,0,0.0,0.0,32904718167459932456685112352,0,0.4763528977482466
2,500,499,3,15.673449612403102,0.9270833333333334,7.291666666666667,0.029479424043622738,50,1,0,1,42,144,96,90,87062.7446470279,86831.72750563014,231.01714139775265,281.01714139775265,33.527131782945744,33.527131782945744,525.4858106483987,525.4858106483987,74724363803216652142119140252,0,0.4763528977482466
3,500,499,2,15.673449612403102,0.42708333333333337,57.291666666666664,0.0,0,0,0,0,10,10,10,10,0.0,0.0,-0.0,-0.0,0,0,0.0,0.0,63841471593669534496003474831,0,0.4763528977482466
4,500,499,2,15.673449612403102,0.46875,53.125,0.0,0,0,0,0,10,10,10,10,30.64413265306082,30.64413265306082,-0.0,-0.0,0,0,0.0,0.0,21404407008761837044565096812,0,0.4763528977482466
5,500,499,2,15.673449612403102,0.48958333333333337,51.041666666666664,0.0,0,0,0,0,10,10,10,10,95.2212655895685,95.2212655895685,-0.0,-0.0,0,0,0.0,0.0,7665429514015968199219305743,0,0.4763528977482466
6,500,499,2,15.673449612403102,0.6145833333333333,38.541666666666664,0.0,0,0,0,0,17,22,19,20,96.27469914440576,96.27469914440576,-0.0,-0.0,0,0,0.0,0.0,31709717967946808592606213934,0,0.4763528977482466
7,500,499,2,15.673449612403102,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,11,13,12,12,99.92976221983548,99.92976221983548,-0.0,-0.0,0,0,0.0,0.0,77923596595294231962307481240,0,0.4763528977482466
8,500,499,2,15.673449612403102,0.44791666666666663,55.208333333333336,0.0,0,0,0,0,10,10,10,10,1.8742913832198416,1.8742913832198416,-0.0,-0.0,0,0,0.0,0.0,62871084149459281001325210657,0,0.4763528977482466
9,500,499,2,15.673449612403102,0.47916666666666663,52.083333333333336,0.0,0,0,0,0,10,10,10,10,58.04988662131456,58.04988662131456,-0.0,-0.0,0,0,0.0,0.0,16743266943313025523048474141,0,0.4763528977482466
10,500,499,2,15.673449612403102,0.45833333333333337,54.166666666666664,0.0,0,0,0,0,10,10,10,10,11.918934240362592,11.918934240362592,-0.0,-0.0,0,0,0.0,0.0,50154552762769989236262235428,0,0.4763528977482466
11,500,499,2,15.673449612403102,0.41666666666666663,58.333333333333336,0.0,0,0,0,0,10,10,10,10,0.0,0.0,-0.0,-0.0,0,0,0.0,0.0,4862396585545505875378124897,0,0.4763528977482466
12,500,499,2,15.673449612403102,0.5520833333333333,44.791666666666664,0.0,0,0,0,0,12,15,15,12,56.62036992127855,56.62036992127855,-0.0,-0.0,0,0,0.0,0.0,48635036884746557049374528509,0,0.4763528977482466
13,500,499,2,15.673449612403102,0.59375,40.625,0.0,0,0,0,0,15,18,16,17,63.88498714924675,63.88498714924675,-0.0,-0.0,0,0,0.0,0.0,67101796832166970076831874168,0,0.4763528977482466
14,500,499,2,15.673449612403102,0.44791666666666663,55.208333333333336,0.0,0,0,0,0,10,10,10,10,1.8742913832198416,1.8742913832198416,-0.0,-0.0,0,0,0.0,0.0,48758441943282883010793896748,0,0.4763528977482466
15,500,499,2,15.673449612403102,0.40625,59.375,0.0,0,0,0,0,10,10,10,10,0.0,0.0,-0.0,-0.0,0,0,0.0,0.0,25866710546630094918432347695,0,0.4763528977482466
16,500,499,2,15.673449612403102,0.48958333333333337,51.041666666666664,0.0,0,0,0,0,10,10,10,10,95.2212655895685,95.2212655895685,-0.0,-0.0,0,0,0.0,0.0,47269642946004289546300249808,0,0.4763528977482466
17,500,499,2,15.673449612403102,0.48958333333333337,51.041666666666664,0.0,0,0,0,0,10,10,10,10,95.2212655895685,95.2212655895685,-0.0,-0.0,0,0,0.0,0.0,3532063366392120634745530666,0,0.4763528977482466
18,500,499,2,15.673449612403102,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,13,15,17,11,36.32469454907574,36.32469454907574,-0.0,-0.0,0,0,0.0,0.0,55013221174778774908423246848,0,0.4763528977482466
19,500,499,3,15.673449612403102,0.96875,3.125,0.04413393541790918,0,0,0,0,46,146,98,94,182493.71078063676,181863.85642993668,629.8543507000783,629.8543507000783,50.19379844961241,50.19379844961241,786.709970855117,786.709970855117,76890759609833508368657071068,0,0.4763528977482466
20,500,499,2,15.673449612403102,0.4375,56.25,0.0,0,0,0,0,10,10,10,10,0.0,0.0,-0.0,-0.0,0,0,0.0,0.0,69081640034711686690537593061,0,0.4763528977482466
21,500,499,2,15.673449612403102,0.5520833333333333,44.791666666666664,0.0,0,0,0,0,13,12,13,12,10.190198390301092,10.190198390301092,-0.0,-0.0,0,0,0.0,0.0,58652348573042258736896605694,0,0.4763528977482466
22,500,499,2,15.673449612403102,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,14,15,14,15,47.91508635554788,47.91508635554788,-0.0,-0.0,0,0,0.0,0.0,56157377499589647852833833437,0,0.4763528977482466
23,500,499,2,15.673449612403102,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,12,12,13,11,67.66868535890575,67.66868535890575,-0.0,-0.0,0,0,0.0,0.0,72820475645280307330710010265,0,0.4763528977482466
